tweetid,screen_name,date,lang,text,state,friends_count,followers_count
1243600233147314176,CordeiroRick,Fri Mar 27 18:06:15 +0000 2020,en,Chinese Biowarfare agents working at Canadian lab in Winnipeg were involved in smuggling of Coronavirus to Wuhan’s lab from where it is believed to have been leaked. The RCMP Police investigated   Info from Twitter account: INDIAN DEFENCE UPDATES   @defencealerts  #AmberAlert https://t.co/yFe3oycYB9,,613913,558174
1243686499561934848,TruthTeam101,Fri Mar 27 23:49:02 +0000 2020,en,Unbelievable..  Via @CNN UK's Boris Johnson confirms #coronavirus diagnosis on Twitter  https://t.co/OGeU95suD1,,3380,975
1243732074948898817,TruthTeam101,Sat Mar 28 02:50:08 +0000 2020,en,The CORONAVIRUS Lament - A Randy Rainbow Song  Parody   https://t.co/vry25CRnlZ   #Covid19 #CoronaVirus #Comedy #RandyRainbow #SocialDistancing #SocialDistance,,3381,974
1243946084872916993,CordeiroRick,Sat Mar 28 17:00:32 +0000 2020,en,Chinese Biowarfare agents working at Canadian lab in Winnipeg were involved in smuggling of Coronavirus to Wuhan’s lab from where it is believed to have been leaked. The RCMP Police investigated   Info from Twitter account: INDIAN DEFENCE UPDATES   @defencealerts  #AmberAlert https://t.co/PwnewkPp3i,,613655,557877
1244437154178256899,jeffreymadwisc,Mon Mar 30 01:31:52 +0000 2020,en,"SHARE THIS: COVID 19 IS A TOTAL HOAX, AND HERES MORE PROOF!!!! https://t.co/Epkfz1Mejh via @YouTube. #COVID #coronavirus",,18007,16690
1244625448816041986,BusyDrT,Mon Mar 30 14:00:05 +0000 2020,en,#COVID19US -?BREAKING: Daily New U.S. #Coronavirus Cases Fall⬇️⬇️  For The First Time In 7 Days https://t.co/vEkiUJ3vQa,OH,84,17555.0
1244685834261016579,BusyDrT,Mon Mar 30 18:00:02 +0000 2020,en,"#scamalert #Coronavirus #Stimuluscheck scams are out to swindle you out of $1,200: What you need to know https://t.co/Q8b5SWCvfg",OH,84,17566
1245119202471665667,BusyDrT,Tue Mar 31 22:42:05 +0000 2020,en,Show me your papers please while we’re awaiting your #RFIDChip  https://t.co/OAG7omRTS9,OH,84,17701
1246136245975224320,jeffreymadwisc,Fri Apr 03 18:03:27 +0000 2020,en,Nurse presents #Corona global coverup https://t.co/z7koQOuCba via @YouTube #COVID19Pandemic #hoax #fraud #nwo,,17989.0,16658.0
1246142008378392576,VegGirlQ,Fri Apr 03 18:26:21 +0000 2020,en,"While we fixate on coronavirus, Earth is hurtling towards a catastrophe worse than the dinosaur extinction https://t.co/ohWJe3zgE8 via @ConversationEDU",,1096,1625
1246272363630657536,BusyDrT,Sat Apr 04 03:04:20 +0000 2020,en,The $1 billion bet: #Pharma giant and U.S. government team up in all-out #coronavirus #vaccine push | Science | AAAS https://t.co/zT0CXRY5mh,OH,85,18241.0
1246272736609083397,BusyDrT,Sat Apr 04 03:05:49 +0000 2020,en,‘Is ANYONE believing this BS? “We have no choice.’ Pandemic forces #polio eradication group to halt campaigns https://t.co/pqNEIQeVWZ,OH,85,18240.0
1247286441576747008,BusyDrT,Mon Apr 06 22:13:55 +0000 2020,en,"Wealthy individuals typically don't set out to waste billions of dollars, but amid the #COVID19 pandemic, that’s exactly what #BillGates is willing to do. #vaccines #vaccineagenda  https://t.co/gqry9RQyKP",OH,86,18694
1247315086571700224,CordeiroRick,Tue Apr 07 00:07:45 +0000 2020,en,TRUE OR FALSE?  #Covid19 #Coronavirus #TrumpFlu #TrumpVirus #Strumpet #GatesOfHell https://t.co/wZkdotJ1jo,,611051,556191.0
1247315314481737728,CordeiroRick,Tue Apr 07 00:08:39 +0000 2020,en,TRUE OR FALSE?  #Covid19 #Coronavirus #TrumpFlu #TrumpVirus #Strumpet #GatesOfHell https://t.co/98dhPSiJzZ,,611051,556191.0
1247315403346509830,TruthTeam101,Tue Apr 07 00:09:00 +0000 2020,en,#CoronaVirus  Hello From Inside Chris Mann  🎵🎶  https://t.co/P4aGTH5ctM,,3417,983.0
1248287080662347781,jeffreymadwisc,Thu Apr 09 16:30:06 +0000 2020,en,"Mayor's PRE-RECORDED Message RE #COVID-19  ~ April 8, 2020 https://t.co/R2zX1TfB3J via @YouTube. #nwo #moneygame",,17971,16622
1249475394333544448,VegGirlQ,Sun Apr 12 23:12:02 +0000 2020,en,"Bolsonaro dragging Brazil towards coronavirus calamity, experts fear https://t.co/AKdRQzOQq3",,1104,1634
1249728947677519872,RobertKennedyJr,Mon Apr 13 15:59:34 +0000 2020,en,Find out why #BillGates wants indemnity + why #PaulOffit and #PeterHotez (and even #AnthonyFauci) are frantically warning us about the unique and frightening dangers inherent in developing a #coronavirus vaccine.  https://t.co/mmDbp4CBqu,NY,551,86146
1250220419858251778,VegGirlQ,Wed Apr 15 00:32:30 +0000 2020,en,Our Cruel Treatment of Animals Led to the Coronavirus https://t.co/LuzkSzqMGp,,1113,1633
1250254368995246081,jeffreymadwisc,Wed Apr 15 02:47:24 +0000 2020,en,A Comparison of Lockdown UK With Non-Lockdown Sweden https://t.co/n992dErqeV via @YouTube,,17982,16593
1250499639113060353,ssr57,Wed Apr 15 19:02:01 +0000 2020,en,What is Big Tech Contributing to Fight COVID-19? https://t.co/u95dXDurB4,,1704,1982
1250903881929850880,jeffreymadwisc,Thu Apr 16 21:48:20 +0000 2020,en,NO NEW WORLD ORDER...Better Think Again! by Nicholson1968 https://t.co/1RskmD84Fa via @YouTube #nwo #COVIDー19 #coronavirus #hoax,,17975,16587
1250903428982767617,jeffreymadwisc,Thu Apr 16 21:46:32 +0000 2020,en,Wake Up! https://t.co/IpdibU4uBU via @YouTube #PoliceState #SlaveLabor #nwo #COVIDIDIOTS #COVIDー19 #coronavirus #hoax,,17975,16587
1252384941347766273,BusyDrT,Mon Apr 20 23:53:32 +0000 2020,en,"On Wednesday, the #Detroit Medical Center (DMC), which is owned by Tenet Healthcare and operates nine hospitals and major medical facilities in the Detroit area, announced that it would #furlough 480 employees…… #COVID19 #covid19michigan #layoffs  https://t.co/d8sWr2dR5q",OH,94,24183
1252548967654621184,MsAnuJohanna,Tue Apr 21 10:45:19 +0000 2020,en,Great interesting interview David Icke - Conspiracy Theorist or Journalist? https://t.co/R0jWGwx5BG thank you for this @ValuetainmentTV #coronavirus #tuesdayvibes,,7982,9620
1252873770513006592,MsAnuJohanna,Wed Apr 22 08:15:58 +0000 2020,en,"Things I have learnt during lockdown:  most people have a fear as their driving force, instead of stopping to think if their fear is justified or real #ThingsIHaveLearntDuringLockdown #freedom",,7980,9619
1253757199870025730,RobertKennedyJr,Fri Apr 24 18:46:24 +0000 2020,en,Here's my letter to @drsanjaygupta about his @CNN reporting on #flu vaccines.  https://t.co/qEDCZgAtzI,CA,556,97445
1253843926039101440,TruthTeam101,Sat Apr 25 00:31:01 +0000 2020,en,"Every couple of days my community emails me how many in my town are now DEAD from Covid-19, and how many cases there are ..and how many DEAD also in my county and how many cases and how many recovered.  Would you want that?  I keep trying not to click on it..but then I do.",,3454,1035
1254255571215286274,TruthTeam101,Sun Apr 26 03:46:45 +0000 2020,en,"Say it loud, say it clear: Donald Trump needs to resign over his handling of the #coronavirus   https://t.co/FgXxmEDV8W via @BostonGlobe   #Covid19 #PPE #Masks #disinfectant  #Bleach #Clorox",,3461,1046
1254764549753864194,MsAnuJohanna,Mon Apr 27 13:29:15 +0000 2020,en,"What a wonderful interview. Are you happy with the way the world is going? Are you satisfied with the way your own life is going? Are you using this time to self reflect or change things? An Epidemic of Control, Charles Eisenstein https://t.co/Gp3ZJfU14V #lockdown",,8004,9617
1255150060712521731,mercola,Tue Apr 28 15:01:08 +0000 2020,en,"NewsGuard has classified my site as fake news because we have reported the SARS-CoV-2 virus as potentially having been leaked from the biosafety level 4 laboratory in Wuhan City, China, the epicenter of the COVID-19 outbreak. 😡 https://t.co/AyRcdLO1Xt https://t.co/wlXBxXxpdV",FL,30256,291002
1255271524082290688,BusyDrT,Tue Apr 28 23:03:47 +0000 2020,en,"#Culling is not just for humans .....Piglets aborted, chickens gassed as pandemic slams meat sector https://t.co/yZYefno47k  The  #GlobalAgenda is  more sinister than #populationcontrol for #humans, #Bees &amp; #bats but to be effective, the #foodsupply has to be reduced as well.",OH,96,28446.0
1255512527779266560,mercola,Wed Apr 29 15:01:27 +0000 2020,en,"A curious thing is happening amid the COVID-19 pandemic: As COVID-19 cases and deaths mount, hospital admissions for other acute ailments are markedly dropping. https://t.co/MHeE3c68Ie https://t.co/8noCndP85a",FL,30253,291136.0
1255612520393572352,TruthTeam101,Wed Apr 29 21:38:47 +0000 2020,en,"6,770 people died of #CoronaVirus in NJ -  ""To put that in perspective, that is more New Jersey has lost in WW1 WW2 Korean War Vietnam 9-11 &amp; Hurricane Sandy COMBINED""🤯😢   @ 5:51 https://t.co/57Py302Wvi  #NJ #COVID19",,3464,1040
1256912935194169344,MsAnuJohanna,Sun May 03 11:46:10 +0000 2020,en,"Get another point of view and use your own brain! Dr Buttar Accuses Fauci, Gates &amp; The Media For Using COVID-19 To Drive H... https://t.co/D24qwNJz9e #coronavirusuk #day38oflockdown",,8029,9616
1257380399979864064,VegGirlQ,Mon May 04 18:43:43 +0000 2020,en,N.B. COVID-19 summary: no new cases of new coronavirus for 16 consecutive days https://t.co/92klRWGmdu via @FR24 News English,,877,1649
1258471715035807745,BusyDrT,Thu May 07 19:00:12 +0000 2020,en,"""Doesn’t sound like #BillGates, #Fauci or ⁦@NYGovCuomo⁩ &amp; numerous othershave seen this memo yet 👉🏾👉🏾The #Constitution Isn’t Suspended"" for #Covid_19 🇺🇸 AG  #BillBarr Warns Public Officials | The #HeritageFoundation  https://t.co/kgKHY071kM",OH,96,32972.0
1258722576358088705,BusyDrT,Fri May 08 11:37:02 +0000 2020,en,Evidence mounts that outside is safer when it comes to #COVID-19  #GetOutside &amp; get lots of #FreshAir - your  health depends on it. https://t.co/ZylrTWHZNh,OH,96,33297.0
1258884954689343491,BusyDrT,Fri May 08 22:22:16 +0000 2020,en,There’s no stopping the TRUTH‼️ #Censorship #lockdowns #Masks #Jail &amp; all kinds of threats can’t stop what’s coming - @DrJudyAMikovits 💙🙌🏽YouTube Deletes Viral Video Claiming Dr. Fauci Spewing 'Absolute Propaganda' About #COVID19  #ZeroHedge https://t.co/zI0rmyOMLK,OH,98,33549
1259400226160480257,miraforeman,Sun May 10 08:29:47 +0000 2020,en,"The only Scientists worth his salt is the Swedish  He has proven ours &amp; many others r wrong  French Nobel in virology said on TV, lockdown/distancing is wrong He said, many Scientists have too much to lose by speaking the truth",,854,761
1259991932731867138,jeffreymadwisc,Mon May 11 23:41:00 +0000 2020,en,This is why you should never get it! https://t.co/n92ocQBqp0 via @YouTube #COVID19 #coronavirus #test #CoronaHoax,,17896,16486
1260101830727647232,MsAnuJohanna,Tue May 12 06:57:42 +0000 2020,en,"Coronavirus not an epidemic in UK, say Oxford University experts https://t.co/RTPBhLig1N #day46oflockdown #endthelockdownuk",,8061,9626.0
1260524008749117442,TruthTeam101,Wed May 13 10:55:17 +0000 2020,en,🔥 #CoronaVirus #Vaccine 🔥  *** MUST WATCH ***  Video From the Facebook Page of  @RobertKennedyJr  WHY BILL GATES WANTS INDEMNITY:🤯                      https://t.co/2gwlzH6vXq  #Covid19 #Fauci #Gates #Vaccines,,3494,1030
1260601020142489601,mercola,Wed May 13 16:01:18 +0000 2020,en,"Researchers at several universities and medical centers are exploring the use of smartphones to detect COVID-19, through users' speech and coughs. https://t.co/ELBhW16ArL",FL,30217,291345
1260724303194095618,VegGirlQ,Thu May 14 00:11:11 +0000 2020,en,Why mass surveillance is a dangerous solution to stopping COVID-19 https://t.co/YqM69Bqx8F via @YouTube,,883,1648
1260945038021988353,ConjuredRundown,Thu May 14 14:48:18 +0000 2020,en,"Healthcare workers across Africa share their coronavirus stories  The president, whose government has already drawn criticism for being secretive about the coronavirus outbreak and has previously asked Tanzanians to pray the coronavirus away, said he had instructed Tanzanian",,1205,173
1261046745078743040,ajividen73,Thu May 14 21:32:27 +0000 2020,en,"Inflammatory Syndrome Affecting Children: Kawasaki Disease, COVID-19 . . . or Something Else? • Children's Health Defense https://t.co/PLThgDRYhi",,332,75
1261118753384861697,jeffreymadwisc,Fri May 15 02:18:35 +0000 2020,en,Social Distancing Police Brutality @ Melbourne Rally /Saturday May 9th 2020 https://t.co/z40Q7rA0fO via @YouTube #policestate #nwo,,17892,16475
1261512173983084549,BusyDrT,Sat May 16 04:21:54 +0000 2020,en,Please watch and share my personal message to @realDonaldTrump  🇺🇸🇺🇸Urgent message to President Trump from Dr Tenpenny https://t.co/ymagmXFgIm #OperationWarpSpeed #PrepAct #Vaccines   #COVID19 #COVID19Vaccine #covid19treatment #covid19Therapeutics #vaccinesafety #vaccinetesting https://t.co/GF33lTJAM2,OH,101,37572
1261870325584875521,languillem,Sun May 17 04:05:04 +0000 2020,en,Greta Thunberg raccroche ses wagons sur le coronavirus https://t.co/mOp2wCFLg0,,5756,6172
1262074881858035712,BusyDrT,Sun May 17 17:37:54 +0000 2020,en,Remember the #NDAA⁉️It set the stage for everything going on today in America &amp; around the globe!  #Connectthedots #ContactTracingApp #HumanSurveillance #FISACourts #microchips #BushGate #COVID19 #FalseFlags #DeepStateExposed  https://t.co/vGFIJ9NXLH,OH,103.0,38560.0
1262214867123154945,TruthTeam101,Mon May 18 02:54:09 +0000 2020,en,For those who put put #Fauci or #Gates on a pedestal... THINK TWICE...  https://t.co/FZypRxGXim  #Vaccine #Covid19 #CoronaVirus,,3509,1029
1263183873594347520,RobertKennedyJr,Wed May 20 19:04:38 +0000 2020,en,"There are so many people struggling with #Covid-19. PLEASE HELP SUPPORT this effort by bidding on these amazing items. 100% of donations will go to @Belovedashevil1, Asheville Buncombe Institute of Parity Achievement + @CleanWaterAfric   https://t.co/TMFa3wcktf",CA,563,117825
1263242002445094919,VegGirlQ,Wed May 20 22:55:37 +0000 2020,en,PETITION: No to mandatory vaccination for the coronavirus | LifePetitions https://t.co/RJtZ1Pq21o,,883,1647
1263390446438539264,CordeiroRick,Thu May 21 08:45:29 +0000 2020,en,"The sun has gone into a period of ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists – The US Sun https://t.co/0JpMC2lmiq",,605228,550200
1263519131363573760,RobertKennedyJr,Thu May 21 17:16:50 +0000 2020,en,"As the coronavirus continues to kill thousands each day, tech companies are seizing the opportunity to extend their reach and power. @NaomiAKlein  https://t.co/TRNGNiSOkV",CA,563,118453
1263981713283321857,BusyDrT,Fri May 22 23:54:58 +0000 2020,en,"Interesting read - looking at travel in the post #Covid-19 world.  The #WesternStatesPact leads me to think I may have visited those states for the last time.... I hope not, but it's a very real possibility. The post Covid blocs are beginning to emerge https://t.co/xdPFan8tUR",OH,108,40835
1264034407020666882,TruthTeam101,Sat May 23 03:24:21 +0000 2020,en,"Though SARS Corona virus started out naturally, thanks to Fauci &amp; others it was weaponized &amp; we got Covid19, a bio-weapon.  https://t.co/hDpMxMBPN5  With Trump admin, seems one day we won't have clean water or air.  &amp; now w Nuclear tests,  maybe we need another planet to live.",,3520,1028
1264502755701526530,clubfmphilly,Sun May 24 10:25:24 +0000 2020,en,Have you heard ‘Chocolate Sundaes | UK Garage’ by @clubfmphilly on #SoundCloud? #Sunday #Soundtrack #StVincentDePaul #np #UKG #GarageHouse #UKGarage #Electronic #Annjet  #Majella #MCStyles #Debussy  #BrockUK  #Pandemic  #ACCOUNTABILITY  #NursingHomes #NEW  https://t.co/0iqVipf3ac,,380,515
1264691619741261829,BusyDrT,Sun May 24 22:55:53 +0000 2020,en,#COVIPASS connects your personal #biometricID + #Covid19 test result + unique VCode identifier = Health Authenticated  https://t.co/JFYpKZOMSd,OH,109,41388
1265192316890943489,ConjuredRundown,Tue May 26 08:05:29 +0000 2020,en,Most Fucked  Up Shit   Ever Read  Now Want   Harvest Organs  Like Communist   China IF  Kill Bill   Uses His  Contamination 5G   Spread Covid  Anyway Know IT   OPT OUT  GTFO Satanic   Freak Cabal  Oh Gonna Save   Lives NO  More LIKE SELL,,1205,172
1266322651653570561,ConjuredRundown,Fri May 29 10:57:01 +0000 2020,en,Faunci Does  Runner 2weeks   Before Americans  Knew Worked   Wuhan Lab  Does Trump Know,,1205,174
1267147615487098880,miraforeman,Sun May 31 17:35:08 +0000 2020,en,Unmasking The Science You Aren’t Hearing On TV | COVID-19 Facts from the... https://t.co/3Vonpz8z5j via @YouTube There will be more deaths from desperation than covid Front line of medical profession is speaking.,,885,777
1267249781656748032,VgnNutrition46,Mon Jun 01 00:21:06 +0000 2020,en,WHERE IS COVID? WHERE IS TOILET PAPER? WHERE ARE MURDER HORNETS? 🤔🤔🤔🤔🤔🤔,,2437,1507
1267646764087234563,BusyDrT,Tue Jun 02 02:38:34 +0000 2020,en,End it: NYC protests have exposed a truth Cuomo &amp; de Blasio have missed; the #lockdown is over - #COVID19 #covid19NY #lockdownNY #OpenNY  https://t.co/rFKTJ34cr6,OH,110,42951
1267771941861183490,BusyDrT,Tue Jun 02 10:55:59 +0000 2020,en,Remember that The real goal is to #vaccinate everyone of every age‼️#Unmasking the Many Truths about the #COVID19Plandemic - #Vaxxter #vaccineagenda #microchips #markofthebeast #gatesofhell #FauciFraud #CDCFraud  https://t.co/j4g4b4SZoN,OH,110,42985
1268645808943124480,clubfmphilly,Thu Jun 04 20:48:25 +0000 2020,en,"#NowPlaying ""Gunman [Nu-Birth's Gun Groove Dub]"" by 187 Lockdown, Nu-birth on @TIDAL https://t.co/wGXJ6jHmU2",,378,517
1269328460989726722,mercola,Sat Jun 06 18:01:02 +0000 2020,en,"Mainstream media, supported by monopoly tech platforms like Google, YouTube, Facebook and Twitter, are going to great lengths to control the narrative of what you see and read about the COVID-19 pandemic. https://t.co/PW7CRSUAGI",FL,30153,290575
1269645505627389952,mercola,Sun Jun 07 15:00:52 +0000 2020,en,"Based on the historical failures of past coronavirus vaccines, a fast-tracked COVID-19 vaccine could become one of the biggest public health disasters in history. https://t.co/vAraeAHeHc",FL,30152,290521
1269675686819741696,mercola,Sun Jun 07 17:00:47 +0000 2020,en,"Bill Gates intends to vaccinate the global population against COVID-19, and then track and monitor each one through digital surveillance. https://t.co/iNq4P34E7b",FL,30152,290521
1269693921044631554,BusyDrT,Sun Jun 07 18:13:15 +0000 2020,en,Who put her in charge of ANYTHING? Her &amp; Bill get to promote unproven &amp; untested #vaccines to experiment on us?Trump suggests #HCQ that’s been used safely for years &amp; the left wants him crucified. It’s time for the #Gatesofhell to step down permanently‼️ https://t.co/sNOMkNWrxQ,OH,110,43992
